Started at Sun Jun  5 23:35:47 2022

Testing on 12 threads with 412M iterations per run
[0] I stress you!
[3] I stress you!
[1] I stress you!
[2] I stress you!
[4] I stress you!
[6] I stress you!
[7] I stress you!
[8] I stress you!
[11] I stress you!
[5] I stress you!
[9] I stress you!
[10] I stress you!
Stressing ... !
19086	 7	1.902849	4200000000
19370	 3	1.669230	4200000000
19668	 9	1.706882	4200000000
19750	 5	1.670638	4200000000
19816	11	1.709264	4200000000
20048	 0	1.686222	4199570000
20091	 2	1.660453	4200000000
20228	 1	1.724112	4200000000
20335	 8	1.638791	4199999000
20452	 6	1.693796	4199999000
20665	10	1.694296	4194881000
20729	 4	2.042594	4200000000
20776	 7	1.688968	4199999000
21027	 3	1.657322	4183431000
21376	 9	1.707794	4195345000
21432	 5	1.682445	4200000000
21522	11	1.705417	4185923000
21721	 0	1.672405	4186444000
21801	 2	1.709429	4200000000
21926	 1	1.698445	4200000000
21992	 8	1.656195	4200000000
22329	 6	1.876892	4200000000
22407	 4	1.678339	4121310000
22507	10	1.841511	4188061000
22552	 7	1.776390	4200000000
22706	 3	1.678777	4195503000
23023	 9	1.647159	4173149000
23185	 5	1.752522	4182111000
23291	11	1.768518	4167164000
23388	 0	1.667150	4200000000
23467	 2	1.666302	4200000000
23618	 1	1.691965	4184618000
23831	 8	1.839306	4164879000
24094	 4	1.686943	4199999000
24152	 7	1.599328	4200000000
24306	10	1.799736	4194155000
24343	 6	2.014146	4200000000
24388	 3	1.681076	4200000000
24697	 9	1.673741	4200000000
24867	 5	1.681900	4159390000
25069	11	1.777790	4193567000
25069	 0	1.681156	4193563000
25107	 2	1.639727	4200000000
25303	 1	1.683950	4181596000
25480	 8	1.648567	4200000000
25783	 7	1.631619	4200000000
25832	 4	1.738009	4200000000
26083	 3	1.695067	4138828000
26141	10	1.834036	4154642000
26271	 6	1.927434	4122236000
26342	 9	1.644494	3983922000
26568	 5	1.701402	4031250000
26776	 0	1.706575	4126936000
26781	11	1.712234	4126942000
26816	 2	1.708656	4129889000
26978	 1	1.675409	4136977000
27205	 8	1.724591	4161954000
27527	 4	1.694122	4199671000
27539	 7	1.755168	4199999000
27946	 3	1.863701	4098506000
27962	10	1.820862	4135822000
28047	 6	1.776156	4160679000
28233	 9	1.891277	4160769000
28311	 5	1.742748	4174910000
28437	 2	1.621185	4112697000
28477	 0	1.700819	4145793000
28710	11	1.928602	4101414000
28861	 1	1.883082	4115062000
29130	 8	1.925406	4145636000
29325	 7	1.785481	4186285000
29501	 4	1.974169	4164536000
29620	 3	1.672996	4191635000
29697	10	1.734940	4198636000
29807	 6	1.760117	4174650000
Stopping ... 
29941	 9	1.707320	4103829000
[ 9] All done! 1.760949
30081	 2	1.643481	4125293000
[ 2] All done! 1.671029
30149	 5	1.837487	4139044000
[ 5] All done! 1.773247
30168	 0	1.690583	4151744000
[ 0] All done! 1.675820
30419	11	1.709049	4186173000
[ 11] All done! 1.789151
30614	 1	1.752779	4148578000
[ 1] All done! 1.700632
30704	 8	1.573370	4180968000
[ 8] All done! 1.705578
30809	 7	1.484225	4230260000
[ 7] All done! 1.711471
30902	 4	1.401480	4354022000
[ 4] All done! 1.716673
30995	10	1.297228	4287483000
[ 10] All done! 1.720417
31105	 3	1.485483	4431913000
[ 3] All done! 1.727938
31167	 6	1.359870	4491044000
[ 6] All done! 1.731408
Average time: 1.723692 seconds
All cleaned up
